Time(Sec(s)),CH1 psi,CH2 psi,CH3 psi,CH4 psi,CH5 psi,CH6 psi,CH7 psi,CH8 psi,CH9 psi,CH10 psi,CH11 psi,CH12 psi,CH13 psi,CH14 psi,CH15 psi,CH16 psi
0.01,-3.8,-3.6,-3.7,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.02,-3.8,-3.6,-3.7,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.03,-3.8,-3.2,-3.7,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.04,-3.8,-3.6,-3.7,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.05,-3.8,-3.6,-3.7,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.06,-3.8,-3.6,-3.7,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.07,-3.8,-3.6,-3.7,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.08,-3.8,-3.6,-3.7,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0.1,0,0
0.09,-3.8,-3.6,-3.7,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.1,-3.8,-3.6,-3.7,-3.6,-4,-3.6,-3.6,-3.4,-3.4,-3.2,-3,0,0,0,0,0
0.11,-3.8,-3.6,-3.7,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.12,-3.8,-3.6,-3.7,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.13,-3.8,-3.6,-3.7,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.14,-3.8,-3.6,-3.7,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.15,-3.8,-3.6,-3.7,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.16,-3.8,-3.6,-3.7,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,-0.1,0,0,0
0.17,-3.8,-3.6,-3.7,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0.1,0,0
0.18,-3.8,-3.6,-3.7,-3.5,-4,-3.7,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.19,-3.8,-3.6,-3.7,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,-0.1,0,0
0.2,-3.8,-3.6,-3.8,-3.6,-4.1,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.21,-3.8,-3.6,-3.7,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.22,-3.8,-3.7,-3.7,-3.5,-4.1,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.23,-3.8,-3.6,-3.8,-3.5,-4.1,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.24,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.25,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0.1,0,0,0,0
0.26,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-2.8,0,0,0,0,0
0.27,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.5,-3.3,-3.2,-3,0,0,0,0,0
0.28,-3.8,-3.6,-3.8,-3.6,-3.7,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.29,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.7,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.3,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.31,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.32,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,-0.1,0
0.33,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.34,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.35,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.5,-3.3,-3.2,-3.1,0,0,0,0,0
0.36,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.37,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.38,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.5,-3.3,-3.2,-3.1,0,0,0,0,0
0.39,-3.9,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.4,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.41,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,-0.1,0,0,0
0.42,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.43,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.44,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.45,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.46,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.47,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.5,-3.3,-3.2,-3.1,0,0,0,0,0
0.48,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.49,-3.8,-3.6,-3.6,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.5,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.51,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.52,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.5,-3.3,-3.2,-3.1,0,0,-0.1,0,0
0.53,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,-0.1
0.54,-3.8,-3.5,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.55,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.56,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.57,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.58,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.5,-3.3,-3.2,-3.1,0,0,-0.1,0,0
0.59,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.6,-3.8,-3.6,-3.7,-3.5,-4.1,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.61,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.2,-3.2,-3.1,0,0,0,0,0
0.62,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.63,-3.8,-3.5,-3.8,-3.5,-4,-3.8,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.64,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.65,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.66,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.67,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.68,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.69,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.5,-3.3,-3.2,-3.1,0,0,0,0,0
0.7,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.71,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.72,-3.8,-3.6,-3.8,-3.5,-4.1,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.73,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3.1,0,0,0,0,0
0.74,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.75,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.5,-3.3,-3.2,-3,0,0,0,0,0
0.76,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.77,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,-0.1
0.78,-3.8,-3.6,-3.8,-3.5,-4,-3.7,-3.6,-3.5,-3.3,-3.2,-3,0,0,0,0,-0.1
0.79,-3.8,-3.6,-3.8,-3.5,-4,-3.7,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.8,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.81,-3.8,-3.6,-3.8,-3.5,-4.1,-3.6,-3.6,-3.4,-3,-3.2,-3,0,0,-0.1,0,0
0.82,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.83,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.84,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.85,-3.7,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.86,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.5,-3.3,-3.2,-3,0,0,0,0,0
0.87,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.88,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.89,-3.8,-3.6,-3.8,-3.6,-4.2,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.9,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.91,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.92,-3.6,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.1,-3,0,0,0,0,0
0.93,-3.8,-3.6,-3.9,-3.5,-4,-3.6,-3.5,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.94,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.5,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.95,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.96,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.97,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
0.98,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.5,-3.3,-3.2,-3,0,0,0,0,0
0.99,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.01,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.02,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.03,-3.8,-3.6,-3.8,-3.6,-4.1,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.04,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.05,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.06,-3.8,-3.6,-3.8,-3.5,-4.2,-3.6,-3.6,-3.5,-3.3,-3.2,-3,0,0,0,0,0
1.07,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.08,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.09,-3.8,-3.5,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.1,-3.6,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.11,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,-0.1,0,0
1.12,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.13,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.14,-3.8,-3.5,-3.8,-3.6,-4.1,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.15,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.16,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.17,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.18,-3.8,-3.6,-3.8,-3.5,-4.1,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.19,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.2,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.5,-3.3,-3.2,-3,0,0,0,0,0
1.21,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.22,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.23,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.5,-3.3,-3.2,-3,0,0,0,0,0
1.24,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.25,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.26,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.27,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.28,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.5,-3.3,-3.2,-3,0,0,0,0,0
1.29,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.3,-3.8,-3.6,-3.7,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.31,-3.8,-3.6,-3.8,-3.6,-4,-3.5,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.32,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.3,-3,0,0,0,0,0
1.33,-3.8,-3.6,-3.8,-3.5,-4,-3.5,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.34,-3.8,-3.6,-3.8,-3.6,-4,-3.5,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.35,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,-0.1,0,0
1.36,-3.8,-3.6,-3.8,-3.5,-4,-3.5,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.37,-3.7,-3.6,-3.8,-3.5,-4,-3.5,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.38,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,-0.1
1.39,-3.8,-3.6,-3.8,-3.5,-4,-3.5,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.4,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.41,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0.1,0,0,0,0
1.42,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.43,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.5,-3.3,-3.2,-3,0,0,0,0,0
1.44,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.45,-3.5,-3.6,-3.8,-3.6,-4.1,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.46,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.47,-3.8,-3.6,-3.8,-3.5,-4,-3.6,-3.6,-3.4,-3.3,-3.1,-3,0,0,0,0,0
1.48,-3.8,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
1.49,-3.7,-3.6,-3.8,-3.6,-4,-3.6,-3.6,-3.4,-3.3,-3.2,-3,0,0,0,0,0
